Add To New Account Master,EOL Tag,Model Tag,Insights Tag,BIS Tag,Internal Enrichment Tag,External Enrichment Tag,Segmentation Tag,Segment Bucketing,ExternalColumnID,Source,SourceColumnName,Description,DataType,Display Name,Category,SubCategory,StatisticalType,DisplayDiscretizationStrategy,FundamentalType
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_EnterpriseApplications_One,HGData_Pivoted_Source,,"Number of Enterprise Applications found behind firewall. Eg. Enterprise Resource Planning, HR Management,, Business Process Management",INT,"Enterprise Applications, Tier 1",TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
N,,Y,N,N,N,N,N,N,Experian_Source_IsMatched,N/A,,Internal Source Match Attribute Experian,BIT,Internal Source Match Attribute Experian,FIRMOGRAPHICS,Other,NOMINAL,,BOOLEAN
Y,N,Y,N,N,N,Y,Y,N,CloudTechnologies_EnterpriseApplications_Two,HGData_Pivoted_Source,,"Number of technologies that can be categorized as Enterprise Applications, but have a different primary usage.",INT,"Enterprise Applications, Tier 2",TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_EnterpriseContent_One,HGData_Pivoted_Source,,"Number of Content Management Technologies found behind firewall. Eg. Case Management, Document Management,, Product Lifecycle Management",INT,"Content Management Tech, Tier 1",TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,Y,N,CloudTechnologies_EnterpriseContent_Two,HGData_Pivoted_Source,,"Number of technologies that can be categorized as Content Management Technologies, but have a different primary usage.",INT,"Content Management Tech, Tier 2",TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_EnterpriseLearning,HGData_Pivoted_Source,,"Number of Enterprise Learning Technologies found behind firewall. Eg. Adobe Captivate, Lectora, Articulate Storyline",INT,Enterprise Learning Tech,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_EPM,HGData_Pivoted_Source,,"Number of Enterprise Performance Management Technologies found behind firewall. Eg. Outlooksoft, Longview CPM, SAP Performance Management",INT,Enterprise Performance Management Tech,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_ERP,HGData_Pivoted_Source,,"Number of Enterprise Resource Planning Technologies found behind firewall. Eg. Sage, SAP ERP, JD Edwards",INT,Enterprise Resource Planning Tech,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_FinancialAnalyticalApplications,HGData_Pivoted_Source,,"Number of Financial & Analytical Applications found behind firewall. Eg. Intuit, Quickbooks, ADP Payroll",INT,Financial & Analytical Applications,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_GRC,HGData_Pivoted_Source,,"Number of Governance Risk & Compliance Technologies found behind firewall. Eg. SAP Master Governance, Oracle Cash & Treasury, SAP Global Trade",INT,Governance Risk & Compliance Tech,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_HardwareBasic_One,HGData_Pivoted_Source,,"Number of Basic Hardwares found behind firewall. Eg. Printers, Personal Computers,, Server Technologies",INT,"Basic Hardwares, Tier 1",TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,Y,N,CloudTechnologies_HardwareBasic_Two,HGData_Pivoted_Source,,"Number of technologies that can be categorized as Basic Hardwares, but have a different primary usage.",INT,"Basic Hardwares, Tier 2",TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,N,N,N,Y,Y,N,CloudTechnologies_HardwareOther,HGData_Pivoted_Source,,"Number of Hardware (Other) Technologies found behind firewall. Eg. Xilinx, Smart Board, Nvidia",INT,Hardware (Other) Tech,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_HelpDeskManagement,HGData_Pivoted_Source,,"Number of Help Desk Management Technologies found behind firewall. Eg. Zendesk, Spiceworks, BMC Remedy",INT,Help Desk Management Tech,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_HRMS_HCM,HGData_Pivoted_Source,,"Number of Human Resource, Human Capital Management Technologies found behind firewall. Eg. Firewall Eg. ADP, Peoplesoft, Taleo",INT,"Human Resource, Human Capital Management Tech",TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_Hypervisor,HGData_Pivoted_Source,,Number of Hypervisor And Related Technologies found behind firewall.,INT,Hypervisor And Related Tech,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_IaaS,HGData_Pivoted_Source,,"Number of Infrastructure As A Service Technologies found behind firewall. Eg. Eucalyptus, Internap, Google Compute",INT,Infrastructure As A Service Tech,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
Y,N,Y,Y,Y,N,Y,Y,N,CloudTechnologies_InventoryManagement,HGData_Pivoted_Source,,Number of Inventory Management Technologies found behind firewall.,INT,Inventory Management Tech,TECHNOLOGY_PROFILE,Other,RATIO,"{""geometric"": { ""minValue"":1,""multiplierList"":[2,2.5,2],""minSamples"":100,""minFreq"":0.01,""maxBuckets"":5,""maxPercentile"":1}}",NUMERIC
